ID_Moteur,Type_Moteur,Spécifications,ID_Usine,Localisation_Usine,Date_Début_Fabrication,Incidents_Fabrication,Durée_Fabrication,Date_Fin_Fabrication,Coût_Fabrication,Contrôles_Qualité_Passés,Mode_Expédition,Délai_Livraison,Coût_Expédition,Demande_Client,Capacité_Production_Usine,Stocks_Disponibles,DLT
52,Hybride,"200 HP, Petit, 300 kg",2,Usine B,2020-05-13 08:32:41,1,13,2020-05-26 08:32:41,1474.2411705817303,4,Maritime,18.899183280755505,783.14,86.3117020685604,300,27,31.899183280755505
53,Diesel,"200 HP, Petit, 300 kg",3,Usine B,2020-11-09 05:09:08,2,5,2020-11-14 05:09:08,1228.5343088181087,2,Aérien,4.049824988733322,137.3,81.23454312335096,200,27,9.049824988733322
54,Diesel,"100 HP, Grand, 200 kg",3,Usine D,2020-10-22 13:25:58,1,12,2020-11-03 13:25:58,1228.5343088181087,4,Aérien,4.049824988733322,523.91,81.23454312335096,200,23,16.04982498873332
55,Électrique,"400 HP, Moyen, 300 kg",2,Usine D,2020-09-16 09:08:45,1,10,2020-09-26 09:08:45,1842.801463227163,2,Aérien,4.049824988733322,890.16,96.46601995897926,300,8,14.049824988733322
56,Hybride,"100 HP, Moyen, 100 kg",1,Usine C,2020-12-05 05:14:28,1,3,2020-12-08 05:14:28,1474.2411705817303,2,Aérien,4.049824988733322,810.28,86.3117020685604,400,48,7.049824988733322
57,Diesel,"300 HP, Petit, 400 kg",2,Usine A,2020-11-07 09:37:23,1,28,2020-12-05 09:37:23,1228.5343088181087,2,Maritime,18.899183280755505,486.06,81.23454312335096,300,49,46.89918328075551
58,Électrique,"300 HP, Petit, 100 kg",4,Usine A,2020-03-24 00:02:58,1,40,2020-05-03 00:02:58,1842.801463227163,3,Aérien,4.049824988733322,923.48,96.46601995897926,100,38,44.04982498873332
59,Électrique,"100 HP, Moyen, 100 kg",2,Usine D,2020-12-17 14:41:37,1,28,2021-01-14 14:41:37,1842.801463227163,3,Terrestre,9.449591640377752,304.02,96.46601995897926,300,46,37.449591640377754
60,Diesel,"200 HP, Moyen, 400 kg",3,Usine A,2020-07-31 11:20:34,2,8,2020-08-08 11:20:34,1228.5343088181087,2,Terrestre,9.449591640377752,329.34,81.23454312335096,200,36,17.449591640377754
61,Diesel,"300 HP, Moyen, 300 kg",3,Usine B,2020-05-24 04:00:25,1,25,2020-06-18 04:00:25,1228.5343088181087,4,Terrestre,9.449591640377752,264.86,81.23454312335096,200,21,34.449591640377754
62,Diesel,"400 HP, Petit, 100 kg",3,Usine B,2020-11-09 23:56:51,1,25,2020-12-04 23:56:51,1228.5343088181087,2,Aérien,4.049824988733322,609.13,81.23454312335096,200,37,29.04982498873332
63,Diesel,"200 HP, Grand, 400 kg",1,Usine B,2020-07-22 21:56:53,1,28,2020-08-19 21:56:53,1228.5343088181087,1,Aérien,4.049824988733322,437.87,81.23454312335096,400,38,32.04982498873332
64,Hybride,"200 HP, Petit, 300 kg",4,Usine A,2020-05-30 23:46:19,1,60,2020-07-29 23:46:19,1474.2411705817303,4,Terrestre,9.449591640377752,699.25,86.3117020685604,100,2,69.44959164037775
65,Électrique,"300 HP, Petit, 200 kg",1,Usine A,2020-06-10 05:25:02,1,6,2020-06-16 05:25:02,1842.801463227163,4,Maritime,18.899183280755505,571.52,96.46601995897926,400,21,24.899183280755505
66,Hybride,"100 HP, Moyen, 400 kg",2,Usine A,2020-09-06 13:53:15,1,16,2020-09-22 13:53:15,1474.2411705817303,2,Maritime,18.899183280755505,247.87,86.3117020685604,300,20,34.89918328075551
67,Hybride,"300 HP, Petit, 200 kg",2,Usine D,2020-07-22 16:58:25,0,4,2020-07-26 16:58:25,1474.2411705817303,2,Maritime,18.899183280755505,230.11,86.3117020685604,300,11,22.899183280755505
68,Hybride,"400 HP, Grand, 200 kg",1,Usine C,2020-09-25 12:05:18,0,2,2020-09-27 12:05:18,1474.2411705817303,1,Aérien,4.049824988733322,612.18,86.3117020685604,400,3,6.049824988733322
69,Hybride,"200 HP, Moyen, 200 kg",3,Usine D,2020-11-19 10:12:02,1,9,2020-11-28 10:12:02,1474.2411705817303,3,Aérien,4.049824988733322,853.97,86.3117020685604,200,40,13.049824988733322
70,Diesel,"100 HP, Petit, 300 kg",4,Usine D,2020-06-21 04:41:47,1,62,2020-08-22 04:41:47,1228.5343088181087,0,Maritime,18.899183280755505,506.2,81.23454312335096,100,46,80.89918328075551
71,Hybride,"400 HP, Petit, 200 kg",4,Usine B,2020-02-18 21:16:22,0,22,2020-03-11 21:16:22,1474.2411705817303,3,Aérien,4.049824988733322,433.25,86.3117020685604,100,27,26.04982498873332
72,Diesel,"300 HP, Grand, 200 kg",3,Usine C,2020-05-07 13:33:56,2,6,2020-05-13 13:33:56,1228.5343088181087,1,Aérien,4.049824988733322,888.81,81.23454312335096,200,22,10.049824988733322
73,Diesel,"100 HP, Petit, 100 kg",2,Usine A,2020-08-11 21:28:34,1,21,2020-09-01 21:28:34,1228.5343088181087,2,Aérien,4.049824988733322,154.67,81.23454312335096,300,11,25.04982498873332
74,Hybride,"300 HP, Grand, 100 kg",4,Usine A,2020-10-06 15:15:09,3,16,2020-10-22 15:15:09,1474.2411705817303,1,Aérien,4.049824988733322,885.6,86.3117020685604,100,0,20.04982498873332
75,Diesel,"300 HP, Moyen, 300 kg",4,Usine C,2020-08-04 20:33:47,2,18,2020-08-22 20:33:47,1228.5343088181087,3,Maritime,18.899183280755505,265.66,81.23454312335096,100,28,36.89918328075551
76,Hybride,"200 HP, Petit, 100 kg",1,Usine C,2020-04-23 18:33:10,0,8,2020-05-01 18:33:10,1474.2411705817303,4,Maritime,18.899183280755505,565.5,86.3117020685604,400,3,26.899183280755505
77,Électrique,"100 HP, Moyen, 100 kg",1,Usine A,2020-04-20 20:07:01,0,8,2020-04-28 20:07:01,1842.801463227163,4,Aérien,4.049824988733322,446.95,96.46601995897926,400,44,12.049824988733322
78,Hybride,"400 HP, Moyen, 400 kg",1,Usine C,2020-09-07 20:38:38,0,4,2020-09-11 20:38:38,1474.2411705817303,3,Aérien,4.049824988733322,793.61,86.3117020685604,400,13,8.049824988733322
79,Hybride,"100 HP, Moyen, 100 kg",1,Usine D,2020-08-18 05:24:23,0,19,2020-09-06 05:24:23,1474.2411705817303,0,Aérien,4.049824988733322,614.51,86.3117020685604,400,11,23.04982498873332
80,Diesel,"200 HP, Moyen, 100 kg",3,Usine B,2020-09-03 21:30:05,1,24,2020-09-27 21:30:05,1228.5343088181087,2,Terrestre,9.449591640377752,574.69,81.23454312335096,200,43,33.449591640377754
81,Hybride,"400 HP, Petit, 300 kg",3,Usine D,2020-02-29 21:32:06,2,21,2020-03-21 21:32:06,1474.2411705817303,1,Maritime,18.899183280755505,839.18,86.3117020685604,200,24,39.89918328075551
82,Électrique,"100 HP, Petit, 100 kg",4,Usine C,2020-01-14 16:18:20,1,28,2020-02-11 16:18:20,1842.801463227163,1,Terrestre,9.449591640377752,904.56,96.46601995897926,100,30,37.449591640377754
83,Électrique,"300 HP, Moyen, 400 kg",2,Usine B,2020-02-03 10:07:15,1,4,2020-02-07 10:07:15,1842.801463227163,4,Terrestre,9.449591640377752,721.23,96.46601995897926,300,13,13.449591640377752
84,Électrique,"200 HP, Grand, 300 kg",1,Usine A,2020-08-04 11:50:01,1,23,2020-08-27 11:50:01,1842.801463227163,2,Terrestre,9.449591640377752,449.86,96.46601995897926,400,27,32.449591640377754
85,Hybride,"100 HP, Petit, 400 kg",1,Usine D,2020-02-16 11:34:23,1,18,2020-03-05 11:34:23,1474.2411705817303,1,Aérien,4.049824988733322,504.98,86.3117020685604,400,1,22.04982498873332
86,Diesel,"200 HP, Grand, 200 kg",4,Usine C,2020-07-26 08:00:55,0,20,2020-08-15 08:00:55,1228.5343088181087,2,Aérien,4.049824988733322,825.59,81.23454312335096,100,4,24.04982498873332
87,Électrique,"400 HP, Petit, 400 kg",3,Usine B,2020-03-25 10:09:28,1,8,2020-04-02 10:09:28,1842.801463227163,4,Aérien,4.049824988733322,196.18,96.46601995897926,200,14,12.049824988733322
88,Diesel,"200 HP, Grand, 200 kg",3,Usine B,2020-12-05 23:03:37,3,21,2020-12-26 23:03:37,1228.5343088181087,3,Terrestre,9.449591640377752,374.11,81.23454312335096,200,24,30.449591640377754
89,Hybride,"200 HP, Grand, 200 kg",1,Usine D,2020-02-02 08:48:20,0,26,2020-02-28 08:48:20,1474.2411705817303,2,Aérien,4.049824988733322,872.18,86.3117020685604,400,28,30.04982498873332
90,Électrique,"400 HP, Petit, 200 kg",1,Usine B,2020-12-14 13:24:35,0,2,2020-12-16 13:24:35,1842.801463227163,3,Terrestre,9.449591640377752,903.71,96.46601995897926,400,12,11.449591640377752
91,Diesel,"200 HP, Moyen, 400 kg",3,Usine B,2020-08-28 19:37:43,1,5,2020-09-02 19:37:43,1228.5343088181087,3,Maritime,18.899183280755505,125.69,81.23454312335096,200,32,23.899183280755505
92,Hybride,"200 HP, Moyen, 400 kg",2,Usine B,2020-09-09 13:11:08,1,11,2020-09-20 13:11:08,1474.2411705817303,2,Maritime,18.899183280755505,384.08,86.3117020685604,300,35,29.899183280755505
93,Électrique,"400 HP, Moyen, 400 kg",1,Usine D,2020-03-19 15:33:10,0,2,2020-03-21 15:33:10,1842.801463227163,3,Aérien,4.049824988733322,442.0,96.46601995897926,400,21,6.049824988733322
94,Électrique,"200 HP, Moyen, 200 kg",3,Usine A,2020-01-12 22:36:36,0,20,2020-02-01 22:36:36,1842.801463227163,3,Aérien,4.049824988733322,958.94,96.46601995897926,200,21,24.04982498873332
95,Diesel,"300 HP, Petit, 200 kg",2,Usine B,2020-10-30 18:21:17,0,24,2020-11-23 18:21:17,1228.5343088181087,3,Terrestre,9.449591640377752,590.3,81.23454312335096,300,13,33.449591640377754
96,Diesel,"200 HP, Moyen, 400 kg",4,Usine D,2020-01-22 18:58:11,0,52,2020-03-14 18:58:11,1228.5343088181087,4,Terrestre,9.449591640377752,293.98,81.23454312335096,100,48,61.449591640377754
97,Hybride,"100 HP, Grand, 400 kg",3,Usine B,2020-02-04 07:51:51,2,21,2020-02-25 07:51:51,1474.2411705817303,1,Terrestre,9.449591640377752,698.49,86.3117020685604,200,27,30.449591640377754
98,Diesel,"400 HP, Petit, 200 kg",2,Usine C,2020-06-10 19:41:03,0,6,2020-06-16 19:41:03,1228.5343088181087,4,Aérien,4.049824988733322,668.27,81.23454312335096,300,31,10.049824988733322
99,Hybride,"300 HP, Petit, 100 kg",1,Usine D,2020-12-26 16:53:49,1,19,2021-01-14 16:53:49,1474.2411705817303,1,Aérien,4.049824988733322,297.99,86.3117020685604,400,47,23.04982498873332
100,Diesel,"100 HP, Grand, 300 kg",4,Usine C,2020-07-19 21:35:18,0,14,2020-08-02 21:35:18,1228.5343088181087,4,Maritime,18.899183280755505,704.88,81.23454312335096,100,45,32.89918328075551
101,Diesel,"100 HP, Petit, 400 kg",4,Usine C,2020-06-27 16:37:02,0,26,2020-07-23 16:37:02,1228.5343088181087,4,Maritime,18.899183280755505,315.93,81.23454312335096,100,49,44.89918328075551
102,Hybride,"100 HP, Grand, 100 kg",1,Usine D,2020-12-21 11:43:12,0,1,2020-12-22 11:43:12,1474.2411705817303,3,Terrestre,9.449591640377752,329.96,86.3117020685604,400,8,10.449591640377752
103,Électrique,"300 HP, Grand, 300 kg",1,Usine D,2020-12-25 06:57:38,0,11,2021-01-05 06:57:38,1842.801463227163,3,Terrestre,9.449591640377752,397.32,96.46601995897926,400,47,20.449591640377754
104,Électrique,"100 HP, Moyen, 100 kg",4,Usine B,2020-07-10 09:09:17,3,64,2020-09-12 09:09:17,1842.801463227163,2,Terrestre,9.449591640377752,440.7,96.46601995897926,100,28,73.44959164037775
105,Diesel,"400 HP, Grand, 300 kg",4,Usine C,2020-01-19 07:34:07,0,2,2020-01-21 07:34:07,1228.5343088181087,3,Maritime,18.899183280755505,720.22,81.23454312335096,100,35,20.899183280755505
106,Électrique,"400 HP, Petit, 100 kg",2,Usine D,2020-06-02 17:19:04,1,28,2020-06-30 17:19:04,1842.801463227163,2,Terrestre,9.449591640377752,810.8,96.46601995897926,300,5,37.449591640377754
107,Diesel,"300 HP, Grand, 300 kg",4,Usine C,2020-03-15 08:22:18,2,32,2020-04-16 08:22:18,1228.5343088181087,3,Maritime,18.899183280755505,292.8,81.23454312335096,100,37,50.89918328075551
108,Électrique,"300 HP, Moyen, 100 kg",3,Usine C,2020-09-25 22:39:26,1,19,2020-10-14 22:39:26,1842.801463227163,3,Maritime,18.899183280755505,835.38,96.46601995897926,200,2,37.89918328075551
109,Électrique,"100 HP, Moyen, 200 kg",2,Usine C,2020-03-15 22:35:22,1,8,2020-03-23 22:35:22,1842.801463227163,3,Terrestre,9.449591640377752,697.09,96.46601995897926,300,21,17.449591640377754
110,Électrique,"200 HP, Grand, 400 kg",1,Usine B,2020-05-25 05:09:09,0,12,2020-06-06 05:09:09,1842.801463227163,3,Maritime,18.899183280755505,316.53,96.46601995897926,400,13,30.899183280755505
111,Hybride,"200 HP, Grand, 400 kg",4,Usine A,2020-12-07 00:09:18,1,24,2020-12-31 00:09:18,1474.2411705817303,2,Aérien,4.049824988733322,185.17,86.3117020685604,100,49,28.04982498873332
112,Hybride,"200 HP, Petit, 100 kg",4,Usine D,2020-02-27 22:34:35,2,46,2020-04-13 22:34:35,1474.2411705817303,3,Terrestre,9.449591640377752,206.16,86.3117020685604,100,27,55.449591640377754
113,Hybride,"200 HP, Grand, 300 kg",1,Usine A,2020-02-07 13:36:08,1,25,2020-03-03 13:36:08,1474.2411705817303,4,Maritime,18.899183280755505,521.83,86.3117020685604,400,1,43.89918328075551
114,Hybride,"100 HP, Petit, 200 kg",1,Usine D,2020-11-09 21:58:58,0,28,2020-12-07 21:58:58,1474.2411705817303,1,Maritime,18.899183280755505,237.49,86.3117020685604,400,39,46.89918328075551
115,Hybride,"400 HP, Grand, 400 kg",4,Usine C,2020-01-28 19:02:12,2,44,2020-03-12 19:02:12,1474.2411705817303,0,Terrestre,9.449591640377752,125.79,86.3117020685604,100,33,53.449591640377754
116,Hybride,"100 HP, Petit, 200 kg",3,Usine C,2020-03-03 01:22:39,2,8,2020-03-11 01:22:39,1474.2411705817303,1,Maritime,18.899183280755505,517.58,86.3117020685604,200,21,26.899183280755505
117,Hybride,"300 HP, Grand, 200 kg",3,Usine A,2020-07-15 17:57:00,3,29,2020-08-13 17:57:00,1474.2411705817303,3,Aérien,4.049824988733322,787.49,86.3117020685604,200,1,33.04982498873332
118,Électrique,"400 HP, Petit, 200 kg",1,Usine D,2020-11-20 11:34:06,1,25,2020-12-15 11:34:06,1842.801463227163,2,Terrestre,9.449591640377752,407.57,96.46601995897926,400,5,34.449591640377754
119,Électrique,"200 HP, Petit, 100 kg",4,Usine C,2020-08-09 07:40:34,2,28,2020-09-06 07:40:34,1842.801463227163,3,Maritime,18.899183280755505,800.09,96.46601995897926,100,5,46.89918328075551
120,Diesel,"200 HP, Petit, 100 kg",1,Usine A,2020-07-12 13:11:41,1,31,2020-08-12 13:11:41,1228.5343088181087,4,Maritime,18.899183280755505,740.35,81.23454312335096,400,4,49.89918328075551
121,Diesel,"100 HP, Petit, 100 kg",2,Usine D,2020-12-02 16:53:23,1,11,2020-12-13 16:53:23,1228.5343088181087,2,Terrestre,9.449591640377752,670.39,81.23454312335096,300,8,20.449591640377754
122,Électrique,"100 HP, Moyen, 300 kg",2,Usine A,2020-08-01 19:52:20,1,21,2020-08-22 19:52:20,1842.801463227163,3,Aérien,4.049824988733322,552.13,96.46601995897926,300,22,25.04982498873332
123,Hybride,"300 HP, Grand, 200 kg",4,Usine A,2020-01-10 02:28:35,3,36,2020-02-15 02:28:35,1474.2411705817303,3,Terrestre,9.449591640377752,241.07,86.3117020685604,100,40,45.449591640377754
124,Électrique,"200 HP, Grand, 200 kg",3,Usine B,2020-04-28 00:04:29,3,19,2020-05-17 00:04:29,1842.801463227163,0,Maritime,18.899183280755505,887.41,96.46601995897926,200,11,37.89918328075551
125,Électrique,"200 HP, Grand, 100 kg",4,Usine C,2020-05-21 20:15:37,0,2,2020-05-23 20:15:37,1842.801463227163,2,Terrestre,9.449591640377752,644.93,96.46601995897926,100,49,11.449591640377752
126,Diesel,"100 HP, Moyen, 400 kg",3,Usine A,2020-05-25 17:15:44,2,13,2020-06-07 17:15:44,1228.5343088181087,0,Maritime,18.899183280755505,950.42,81.23454312335096,200,45,31.899183280755505
