,ProductLabel,ProductionSite,ProductName,Reference,ProductCategoryCode,MainMaterialType,CommercialRegion,ProductionPeriod,ProductCategory,EngineSize,RevisionCycleIndex,CycleStartDate,ProductionPlanningDate,PlanConfirmationDate,ScheduledManufacturingDate,ScheduledManufacturingDate2,DesignValidationDate,OK,MO,QA,CM,CE,SA,MR,TR,StartPreparation,EndPreparation,StartConfection,EndConfection,StartFinishing,EndFinishing,StartAssembly,EndAssembly,StartRepair,EndRepair,StartVerification,EndVerification,StartShippingPreparation,EndShippingPreparation,FactoryExitDate,OperationDescription,WeeklyReleaseDate,LeadTimeBeforeProduction,DesignValidationLeadTime,AssemblyTime,ShippingPreparationTime,FinalizationTime,DLT,groupe_duree_cycle,commentaire
10,1162868364,Nantes_Factory,Produit AG,1150111,,Matériau 5,France,Saison Ete,E PRIMACY,DimMot18,IndRevP,2023-08-27,2023-08-27 02:00:00,2023-08-27 02:00:00,2023-08-27 02:00:00,2023-08-27 02:00:00,2023-08-31,,,,,,,,,2023-09-06 16:48:26,2023-09-07 22:21:28,2023-09-08 14:40:36,2023-09-08 14:43:04,2023-09-08 18:37:58,2023-09-08 18:38:42,2023-09-08 22:03:28,2023-09-08 22:13:49,,,2023-09-08 23:17:32,2023-09-08 23:32:29,2023-09-10 06:51:38,2023-09-10 06:58:23,2023-09-12,"[[TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default]]",2023-09-14,-1,6,6,1,6,31,DurCyc15_20,
11,1051775824,Nantes_Factory,Produit AG,880969,,Matériau 5,France,Saison Ete,E PRIMACY,DimMot18,IndRevP,2023-09-13,2023-09-10 02:00:00,2023-09-13 00:00:00,2023-09-10 02:00:00,2023-09-13 00:00:00,2023-09-14,2023-10-05 00:00:00,,,,,,,,2023-09-08 16:10:07,2023-09-12 21:27:40,2023-09-13 02:55:51,2023-09-13 02:58:19,2023-09-13 12:15:12,2023-09-13 12:16:00,2023-09-13 22:14:27,2023-09-13 22:24:48,,,2023-09-13 23:25:49,2023-09-13 23:43:21,2023-09-14 13:07:30,2023-09-14 13:13:33,2023-09-19,"[[TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default]]",2023-09-21,-1,1,6,0,8,19,DurCyc5_10,OK
12,954778910,Nantes_Factory,Produit AH,1266007,,Matériau 6,France,Saison Ete,PILOT SPORT 5,DimMot17,IndRevC,2023-08-30,2023-08-27 02:00:00,2023-08-30 00:00:00,2023-08-30 02:00:00,2023-08-30 02:00:00,2023-08-31,,,,,,2023-09-20 00:00:00,,2023-09-13 00:00:00,2023-08-31 12:50:31,2023-09-04 13:20:58,2023-09-05 00:25:31,2023-09-05 00:27:59,2023-09-06 08:55:10,2023-09-06 08:59:30,2023-09-06 21:37:04,2023-09-06 21:48:55,,,2023-09-06 22:48:09,2023-09-07 02:12:56,2023-09-07 02:46:26,2023-09-07 02:52:52,2023-09-12,"[[TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default]]",2023-09-14,-1,4,9,0,8,20,DurCyc10_15,"SA,TR"
13,1184135657,Nantes_Factory,Produit AH,1292864,,Matériau 6,France,Saison Ete,PILOT SPORT 5,DimMot17,IndRevC,2023-09-10,2023-09-10 02:00:00,2023-09-10 02:00:00,2023-09-10 02:00:00,2023-09-10 02:00:00,2023-09-14,,,,,,2023-09-20 00:00:00,,2023-09-13 00:00:00,2023-09-07 23:17:59,2023-09-08 15:35:53,2023-09-09 12:30:12,2023-09-09 12:32:40,2023-09-10 16:52:57,2023-09-10 16:57:53,2023-09-10 22:45:34,2023-09-10 22:57:25,,,2023-09-10 23:57:42,2023-09-11 01:53:50,2023-09-11 02:37:03,2023-09-11 02:44:19,2023-09-12,"[[TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default]]",2023-09-14,-1,6,5,0,4,19,DurCyc0_5,"SA,TR"
14,858144319,Nantes_Factory,Produit AI,737650,,Matériau 7,France,Saison Ete,PILOT SPORT 4,DimMot18,IndRevC,2023-08-29,2023-08-27 02:00:00,2023-08-29 00:00:00,2023-09-06 02:00:00,2023-09-06 02:00:00,2023-08-31,2023-09-20 00:00:00,,,,,,,,2023-08-31 09:12:22,2023-09-05 19:52:38,2023-09-06 10:55:29,2023-09-06 10:57:57,2023-09-06 12:00:35,2023-09-06 12:01:43,2023-09-07 09:49:25,2023-09-07 10:00:46,,,2023-09-07 11:02:42,2023-09-07 12:03:55,2023-09-09 01:39:23,2023-09-09 01:48:10,2023-09-12,"[[TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default]]",2023-09-14,-1,2,7,1,7,33,DurCyc10_15,OK
15,1297883013,Nantes_Factory,Produit AI,1204409,,Matériau 7,France,Saison Ete,PILOT SPORT 4,DimMot18,IndRevC,2023-09-17,2023-09-24 02:00:00,2023-09-24 02:00:00,2023-10-10 02:00:00,2023-10-10 02:00:00,2023-09-28,2023-09-20 00:00:00,,,,,,,,2023-09-13 11:38:43,2023-09-15 23:44:28,2023-09-16 14:09:49,2023-09-16 14:12:17,2023-09-16 15:25:58,2023-09-16 15:27:03,2023-09-17 00:02:36,2023-09-17 00:13:57,,,2023-09-17 01:15:10,2023-09-17 02:00:21,2023-09-18 09:21:47,2023-09-18 09:23:32,2023-09-25,"[[TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default]]",2023-09-28,5,7,8,0,13,19,DurCyc5_10,OK
16,1143553027,Nantes_Factory,Produit AJ,777360,,Matériau 3,France,Saison Alternée,CROSSCLIMATE+,DimMot15,IndRevC,2023-08-27,2023-08-27 02:00:00,2023-08-27 02:00:00,2023-09-03 02:00:00,2023-09-03 02:00:00,2023-08-31,2023-09-20 00:00:00,,,,,,,,2023-09-03 09:05:24,2023-09-05 01:24:40,2023-09-04 17:36:39,2023-09-04 17:36:46,2023-09-05 05:48:33,2023-09-05 05:50:15,2023-09-05 20:02:17,2023-09-05 20:12:08,,,2023-09-05 21:54:07,2023-09-06 00:48:18,2023-09-06 16:03:05,2023-09-06 16:10:50,2023-09-11,"[[TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default]]",2023-09-14,-1,5,6,0,9,35,DurCyc15_20,OK
17,1176225646,Nantes_Factory,Produit AJ,815363,,Matériau 3,France,Saison Alternée,CROSSCLIMATE+,DimMot15,IndRevC,2023-09-13,2023-09-10 02:00:00,2023-09-13 00:00:00,2023-09-28 02:00:00,2023-09-28 02:00:00,2023-09-14,2023-09-20 00:00:00,,,,,,,,2023-09-27 16:27:49,2023-09-29 18:48:00,2023-09-30 05:00:31,2023-09-30 05:00:57,2023-09-30 12:16:42,2023-09-30 12:17:33,2023-09-30 14:05:48,2023-09-30 14:15:39,,,2023-09-30 15:04:13,2023-09-30 16:11:25,2023-09-30 18:18:00,2023-09-30 18:27:04,2023-10-03,"[[TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default]]",2023-10-05,-1,2,4,-1,6,29,DurCyc20_25,OK
18,1053169025,Nantes_Factory,Produit AJ,1352427,,Matériau 3,France,Saison Alternée,CROSSCLIMATE+,DimMot15,IndRevC,2023-10-01,2023-10-01 02:00:00,2023-10-01 02:00:00,2023-10-01 02:00:00,2023-10-01 02:00:00,2023-10-05,2023-10-02 00:00:00,,,,,,,,2023-09-27 16:27:49,2023-09-30 01:17:44,2023-09-30 06:03:09,2023-09-30 06:03:17,2023-09-30 15:29:56,2023-09-30 15:42:37,2023-10-01 00:04:18,2023-10-01 00:14:09,,,2023-10-01 01:01:46,2023-10-01 02:52:00,2023-10-01 03:14:46,2023-10-01 03:24:39,2023-10-03,"[[TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default]]",2023-10-05,-1,4,7,0,3,7,DurCyc0_5,OK
19,1414309404,Nantes_Factory,Produit AK,932096,,Matériau 4,Germany,Saison Ete,E PRIMACY,DimMot18,IndRevC,2023-08-29,2023-08-27 02:00:00,2023-08-29 00:00:00,2023-08-28 02:00:00,2023-08-29 00:00:00,2023-08-31,,,,,,,,,2023-09-03 04:19:58,2023-09-04 18:40:41,2023-09-05 00:59:35,2023-09-05 01:02:11,2023-09-05 05:32:07,2023-09-05 05:32:59,2023-09-05 16:55:48,2023-09-05 17:06:18,,,2023-09-05 17:40:14,2023-09-05 17:54:32,2023-09-06 02:02:54,2023-09-06 02:10:16,2023-09-12,"[[TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default]]",2023-09-14,-1,5,3,0,10,29,DurCyc10_15,
20,1483707757,Nantes_Factory,Produit AL,746272,,Matériau 8,France,Saison Ete,PRIMACY 4+,DimMot16,IndRevP,2023-09-07,2023-09-03 02:00:00,2023-09-07 00:00:00,2023-09-03 02:00:00,2023-09-07 00:00:00,2023-09-07,,,,,,2023-09-20 00:00:00,,,2023-09-04 20:35:50,2023-09-04 20:52:15,2023-09-06 01:14:47,2023-09-06 01:14:54,2023-09-06 10:43:27,2023-09-06 10:45:21,2023-09-07 02:08:16,2023-09-07 02:18:07,,,2023-09-07 03:16:56,2023-09-07 03:16:56,2023-09-07 04:07:04,2023-09-07 04:13:31,2023-09-10,"[[TO VERIFY TIRE ASPECT-Default], [TO VERIFY TIRE ASPECT-Default], [TO VERIFY TIRE ASPECT-Default], [TO VERIFY TIRE ASPECT-Default]]",2023-09-14,-1,3,5,-1,9,17,DurCyc0_5,SA
21,876079537,Nantes_Factory,Produit AL,1217647,,Matériau 8,France,Saison Ete,PRIMACY 4+,DimMot16,IndRevP,2023-09-17,2023-09-17 02:00:00,2023-09-17 02:00:00,2023-09-17 02:00:00,2023-09-17 02:00:00,2023-09-21,,,,,,2023-09-20 00:00:00,,,2023-09-15 01:36:28,2023-09-16 13:27:26,,,2023-09-17 00:47:24,2023-09-17 00:49:17,2023-09-17 02:03:30,2023-09-17 02:13:21,,,2023-09-17 03:12:54,2023-09-17 04:58:11,2023-09-17 05:32:59,2023-09-17 05:40:26,2023-09-18,"[[TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default]]",2023-09-21,-1,7,3,0,2,10,DurCyc0_5,SA
22,1279127330,Nantes_Factory,Produit AL,1446769,,Matériau 8,France,Saison Ete,PRIMACY 4+,DimMot16,IndRevP,2023-09-27,2023-09-24 02:00:00,2023-09-27 00:00:00,2023-09-24 02:00:00,2023-09-27 00:00:00,2023-09-28,,,,,,2023-09-28 00:00:00,,,2023-09-24 14:23:20,2023-09-26 08:39:09,2023-09-26 10:45:28,2023-09-26 10:46:00,2023-09-26 13:24:10,2023-09-26 13:25:12,2023-09-27 08:05:35,2023-09-27 08:15:26,,,2023-09-27 10:02:18,2023-09-27 12:03:36,2023-09-27 13:34:39,2023-09-27 13:41:27,2023-09-28,"[[TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default]]",2023-09-28,-1,1,4,0,4,17,DurCyc0_5,SA
23,1329245061,Nantes_Factory,Produit AM,954760,,Matériau 7,Germany,Saison Ete,PILOT SPORT 4,DimMot18,IndRevC,2023-09-07,2023-09-03 02:00:00,2023-09-07 00:00:00,2023-09-04 02:00:00,2023-09-07 00:00:00,2023-09-07,,,,,,,,,2023-09-04 16:17:16,2023-09-10 09:55:05,2023-09-10 22:20:46,2023-09-10 22:23:14,2023-09-11 07:57:10,2023-09-11 08:00:04,2023-09-11 13:39:24,2023-09-11 13:51:15,,,2023-09-11 14:37:22,2023-09-11 17:03:12,2023-09-13 09:15:38,2023-09-13 09:17:27,2023-09-17,"[[TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default]]",2023-09-21,-1,1,7,0,10,17,DurCyc10_15,
24,1518330991,Nantes_Factory,Produit AN,1270089,,Matériau 6,France,Saison Ete,PRIMACY 4,DimMot17,IndRevC,2023-09-11,2023-09-10 02:00:00,2023-09-11 00:00:00,2023-09-10 02:00:00,2023-09-11 00:00:00,2023-09-14,,,,,,,,2023-09-13 00:00:00,2023-09-06 01:19:25,2023-09-07 16:40:06,2023-09-11 11:46:34,2023-09-11 11:49:02,2023-09-12 07:40:00,2023-09-12 07:42:02,2023-09-12 17:37:41,2023-09-12 17:47:32,,,2023-09-12 19:22:59,2023-09-13 01:37:17,2023-09-13 02:40:44,2023-09-13 02:48:22,2023-09-13,"[[TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default]]",2023-09-14,-1,6,10,0,6,21,DurCyc0_5,TR
25,1048090675,Nantes_Factory,Produit AO,949625,,Matériau 2,France,Saison Ete,PRIMACY 4,DimMot18,IndRevC,2023-09-10,2023-09-10 02:00:00,2023-09-10 02:00:00,2023-09-10 02:00:00,2023-09-10 02:00:00,2023-09-14,,,,2023-09-20 00:00:00,,,,2023-09-13 00:00:00,2023-09-08 05:32:25,2023-09-09 01:17:35,2023-09-09 07:39:27,2023-09-09 07:41:55,2023-09-09 11:09:46,2023-09-09 11:10:55,2023-09-10 00:43:00,2023-09-10 00:53:21,,,2023-09-10 01:43:51,2023-09-10 04:06:20,2023-09-10 04:41:30,2023-09-10 04:48:26,2023-09-11,"[[TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default]]",2023-09-14,-1,5,5,0,5,16,DurCyc0_5,"CM,TR"
26,1332932789,Nantes_Factory,Produit AO,1555133,,Matériau 2,Germany,Saison Ete,PRIMACY 4,DimMot18,IndRevC,2023-08-30,2023-08-27 02:00:00,2023-08-30 00:00:00,2023-08-27 02:00:00,2023-08-30 00:00:00,2023-08-31,,,,,,,,,2023-09-04 02:36:37,2023-09-04 03:06:15,2023-09-04 21:45:07,2023-09-04 21:47:35,2023-09-05 03:56:13,2023-09-05 03:57:49,2023-09-06 07:14:25,2023-09-06 07:24:46,,,2023-09-06 08:27:40,2023-09-06 17:04:41,2023-09-10 09:46:37,2023-09-10 09:53:09,2023-09-20,"[[TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default], [TO VERIFY LOW SPEED UNIFORMITY-Default, TO VERIFY TIRE ASPECT-Default], [TO VERIFY TIRE ASPECT-Default, TO VERIFY LOW SPEED UNIFORMITY-Default]]",2023-09-21,-1,1,3,2,13,36,DurCyc20_25,
